 # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value
#id=1
#text=For mange seere er den 61-årige journalist som kommentator næsten lige så vigtig som selve kampene.
10-47	til	O	
10-48	søndag	O	
10-49	aften	O	
10-50	,	O	
10-51	da	O	
10-52	flyet	O	
10-53	igen	O	
10-54	stod	O	
10-55	på	O	
10-56	dansk	O	
10-57	jord	O	
10-58	.	O	

#id=11
#text=Nervøstgemyt erne begyndte Flemming Enevold at meditere for at finde ro.
11-1	Nervøst	O	
11-2	gemyt	O	
11-3	erne	O	
11-4	begyndte	O	
11-5	Flemming	O	
11-6	Enevold	O	
11-7	at	O	
11-8	meditere	O	
11-9	for	O	
11-10	at	O	
11-11	finde	O	
11-12	ro	O	
11-13	.	O	

#id=12
#text=Den37-årige spanske kronprinsesse Letizia er den af de royale, der er blevet hårdest ramt  af " prinsessesygen".
12-1	Den	O	
12-2	37	O	
12-3	-	O	
12-4	årige	O	
12-5	spanske	O	
12-6	kronprinsesse	O	
12-7	Letizia	O	
12-8	er	O	
12-9	den	O	
12-10	af	O	
12-11	de	O	
12-12	royale	O	
12-13	,	O	
12-14	der	O	
12-15	er	O	
12-16	blevet	O	
12-17	hårdest	O	
12-18	ramt	O	
12-19	af	O	
12-20	"	O	
12-21	prinsessesygen	O	
12-22	"	O	
12-23	.	O	

#id=13
#text=SkuespillerindenMaria Erwolter så godt ud i en stram sort kjole, og hyggede sig sammen med kæresten og D-AD-trommeslager Laust Sonne, som fik taget godt for sig af de kulørte drinks.
13-1	Skuespillerinden	O	
13-2	Maria	O	
13-3	Erwolter	O	
13-4	så	O	
13-5	godt	O	
13-6	ud	O	
13-7	i	O	
13-8	en	O	
13-9	stram	O	
13-10	sort	O	
13-11	kjole	O	
13-12	,	O	
13-13	og	O	
13-14	hyggede	O	
13-15	sig	O	
13-16	sammen	O	
13-17	med	O	
13-18	kæresten	O	
13-19	og	O	
13-20	D	O	
13-21	-	O	
13-22	AD	O	
13-23	-	O	
13-24	trommeslager	O	
13-25	Laust	O	
13-26	Sonne	O	
13-27	,	O	
13-28	som	O	
13-29	fik	O	
13-30	taget	O	
13-31	godt	O	
13-32	for	O	
13-33	sig	O	
13-34	af	O	
13-35	de	O	
13-36	kulørte	O	
13-37	drinks	O	
13-38	.	O	

#id=14
#text=Sangeren har også dekoreret visse af de kaffekrus, som kæden Riccos Kaffebar serverer sit cos bryg i og kan derfor sige, at han er både krus-og pladeaktuel.
14-1	Sangeren	O	
14-2	har	O	
14-3	også	O	
14-4	dekoreret	O	
14-5	visse	O	
14-6	af	O	
14-7	de	O	
14-8	kaffekrus	O	
14-9	,	O	
14-10	som	O	
14-11	kæden	O	
14-12	Riccos	O	
14-13	Kaffebar	O	
14-14	serverer	O	
14-15	sit	O	
14-16	cos	O	
14-17	bryg	O	
14-18	i	O	
14-19	og	O	
14-20	kan	O	
14-21	derfor	O	
14-22	sige	O	
14-23	,	O	
14-24	at	O	
14-25	han	O	
14-26	er	O	
14-27	både	O	
14-28	krus	O	
14-29	-	O	
14-30	og	O	
14-31	pladeaktuel	O	
14-32	.	O	

#id=15
#text=Undersit ophold i København smed Kiefer Sutherland bukserne og lagde sig i sandet  på Skuespilhusets nye Ofelia Beach
15-1	Under	O	
15-2	sit	O	
15-3	ophold	O	
15-4	i	O	
15-5	København	O	
15-6	smed	O	
15-7	Kiefer	O	
15-8	Sutherland	O	
15-9	bukserne	O	
15-10	og	O	
15-11	lagde	O	
15-12	sig	O	
15-13	i	O	
15-14	sandet	O	
15-15	på	O	
15-16	Skuespilhusets	O	
15-17	nye	O	
15-18	Ofelia	O	
15-19	Beach	O	

#id=16
#text=Torsdag:
16-1	Torsdag	O	
16-2	:	O	

#id=17
#text=Tidligerepå aftenen havde en nabo banket på og fortalt, at der kom røg ud fra garagen.
17-1	Tidligere	O	
17-2	på	O	
17-3	aftenen	O	
17-4	havde	O	
17-5	en	O	
17-6	nabo	O	
17-7	banket	O	
17-8	på	O	
17-9	og	O	
17-10	fortalt	O	
17-11	,	O	
17-12	at	O	
17-13	der	O	
17-14	kom	O	
17-15	røg	O	
17-16	ud	O	
17-17	fra	O	
17-18	garagen	O	
17-19	.	O	

#id=18
#text=31-årigePink synger " Raise your glass" i sit seneste hit, som alle radiostationerne spiller flittigt netop nu.
18-1	31	O	
18-2	-	O	
18-3	årige	O	
18-4	Pink	O	
18-5	synger	O	
18-6	"	O	
18-7	Raise	O	
18-8	your	O	
18-9	glass	O	
18-10	"	O	
18-11	i	O	
18-12	sit	O	
18-13	seneste	O	
18-14	hit	O	
18-15	,	O	
18-16	som	O	
18-17	alle	O	
18-18	radiostationerne	O	
18-19	spiller	O	
18-20	flittigt	O	
18-21	netop	O	
18-22	nu	O	
18-23	.	O	

#id=19
#text=Flot så det ud, da denne luftballon steg til vejrs mod den efterårsklare himmel.
19-1	Flot	O	
19-2	så	O	
19-3	det	O	
19-4	ud	O	
19-5	,	O	
19-6	da	O	
19-7	denne	O	
19-8	luftballon	O	
19-9	steg	O	
19-10	til	O	
19-11	vejrs	O	
19-12	mod	O	
19-13	den	O	
19-14	efterårsklare	O	
19-15	himmel	O	
19-16	.	O	

#id=20
#text=Sådanbliver det dog ikke.
20-1	Sådan	O	
20-2	bliver	O	
20-3	det	O	
20-4	dog	O	
20-5	ikke	O	
20-6	.	O	

#id=21
#text=Ethav af kendte danskere har lagt stemmer til den nye film - bl.
21-1	Et	O	
21-2	hav	O	
21-3	af	O	
21-4	kendte	O	
21-5	danskere	O	
21-6	har	O	
21-7	lagt	O	
21-8	stemmer	O	
21-9	til	O	
21-10	den	O	
21-11	nye	O	
21-12	film	O	
21-13	-	O	
21-14	bl	O	
21-15	.	O	

#id=22
#text=Dengravide TVA-vært Mette Walsted Westergaard skal være mor for første gang til august og trodsede kulden.
22-1	Den	O	
22-2	gravide	O	
22-3	TVA	O	
22-4	-	O	
22-5	vært	O	
22-6	Mette	O	
22-7	Walsted	O	
22-8	Westergaard	O	
22-9	skal	O	
22-10	være	O	
22-11	mor	O	
22-12	for	O	
22-13	første	O	
22-14	gang	O	
22-15	til	O	
22-16	august	O	
22-17	og	O	
22-18	trodsede	O	
22-19	kulden	O	
22-20	.	O	

#id=23
#text=Og i søndags satte hun kursen mod Egypten for at arbejde.
23-1	Og	O	
23-2	i	O	
23-3	søndags	O	
23-4	satte	O	
23-5	hun	O	
23-6	kursen	O	
23-7	mod	O	
23-8	Egypten	O	
23-9	for	O	
23-10	at	O	
23-11	arbejde	O	
23-12	.	O	

#id=24
#text=Resten af formuen er i frit fald.
24-1	Resten	O	
24-2	af	O	
24-3	formuen	O	
24-4	er	O	
24-5	i	O	
24-6	frit	O	
24-7	fald	O	
24-8	.	O	

#id=25
#text=Jeg har råbt ad ham. - Ud med dig, slut, jeg kan ikke mere.
25-1	Jeg	O	
25-2	har	O	
25-3	råbt	O	
25-4	ad	O	
25-5	ham	O	
25-6	.	O	
25-7	-	O	
25-8	Ud	O	
25-9	med	O	
25-10	dig	O	
25-11	,	O	
25-12	slut	O	
25-13	,	O	
25-14	jeg	O	
25-15	kan	O	
25-16	ikke	O	
25-17	mere	O	
25-18	.	O	

#id=26
#text=giverden virkelig hele armen, når hun går i byen.
26-1	giver	O	
26-2	den	O	
26-3	virkelig	O	
26-4	hele	O	
26-5	armen	O	
26-6	,	O	
26-7	når	O	
26-8	hun	O	
26-9	går	O	
26-10	i	O	
26-11	byen	O	
26-12	.	O	

#id=27
#text=Dether er lige, hvad jeg trænger til.
27-1	Det	O	
27-2	her	O	
27-3	er	O	
27-4	lige	O	
27-5	,	O	
27-6	hvad	O	
27-7	jeg	O	
27-8	trænger	O	
27-9	til	O	
27-10	.	O	

#id=28
#text=Parret mødtes for et par måneder siden.
28-1	Parret	O	
28-2	mødtes	O	
28-3	for	O	
28-4	et	O	
28-5	par	O	
28-6	måneder	O	
28-7	siden	O	
28-8	.	O	

#id=29
#text=Diskotek IN Det tænder jeg på:
29-1	Diskotek	O	
29-2	IN	O	
29-3	Det	O	
29-4	tænder	O	
29-5	jeg	O	
29-6	på	O	
29-7	:	O	

#id=30
#text=Regentparret ankommer med kongeskibet Dannebrog til Randers Havn og aflægger officielt besøg i Randers.
30-1	Regentparret	O	
30-2	ankommer	O	
30-3	med	O	
30-4	kongeskibet	O	
30-5	Dannebrog	O	
30-6	til	O	
30-7	Randers	O	
30-8	Havn	O	
30-9	og	O	
30-10	aflægger	O	
30-11	officielt	O	
30-12	besøg	O	
30-13	i	O	
30-14	Randers	O	
30-15	.	O	

#id=31
#text=Brysternestjal opmærksomheden fra maven, da kronprinsessen gik til årsfest på Antvorskov Kaserne Alles øjne er i øjeblikket rettet mod Marys mave, når  hun går til fest.
31-1	Brysterne	O	
31-2	stjal	O	
31-3	opmærksomheden	O	
31-4	fra	O	
31-5	maven	O	
31-6	,	O	
31-7	da	O	
31-8	kronprinsessen	O	
31-9	gik	O	
31-10	til	O	
31-11	årsfest	O	
31-12	på	O	
31-13	Antvorskov	O	
31-14	Kaserne	O	
31-15	Alles	O	
31-16	øjne	O	
31-17	er	O	
31-18	i	O	
31-19	øjeblikket	O	
31-20	rettet	O	
31-21	mod	O	
31-22	Marys	O	
31-23	mave	O	
31-24	,	O	
31-25	når	O	
31-26	hun	O	
31-27	går	O	
31-28	til	O	
31-29	fest	O	
31-30	.	O	

#id=32
#text=Hvishan mangler rent tøj i fængslet, tager jeg derind med det, forsikrer den rødblonde kvinde, men påpeger dog: - Hvis han bliver dømt, er han så psykopatisk kold i røven, at han skal i forvaring og ikke fængsles.
32-1	Hvis	O	
32-2	han	O	
32-3	mangler	O	
32-4	rent	O	
32-5	tøj	O	
32-6	i	O	
32-7	fængslet	O	
32-8	,	O	
32-9	tager	O	
32-10	jeg	O	
32-11	derind	O	
32-12	med	O	
32-13	det	O	
32-14	,	O	
32-15	forsikrer	O	
32-16	den	O	
32-17	rødblonde	O	
32-18	kvinde	O	
32-19	,	O	
32-20	men	O	
32-21	påpeger	O	
32-22	dog	O	
32-23	:	O	
32-24	-	O	
32-25	Hvis	O	
32-26	han	O	
32-27	bliver	O	
32-28	dømt	O	
32-29	,	O	
32-30	er	O	
32-31	han	O	
32-32	så	O	
32-33	psykopatisk	O	
32-34	kold	O	
32-35	i	O	
32-36	røven	O	
32-37	,	O	
32-38	at	O	
32-39	han	O	
32-40	skal	O	
32-41	i	O	
32-42	forvaring	O	
32-43	og	O	
32-44	ikke	O	
32-45	fængsles	O	
32-46	.	O	

#id=33
#text=Foto:
33-1	Foto	O	
33-2	:	O	

#id=34
#text=-Den er bare så nuttet, skriver Dorthe på Facebook.
34-1	-	O	
34-2	Den	O	
34-3	er	O	
34-4	bare	O	
34-5	så	O	
34-6	nuttet	O	
34-7	,	O	
34-8	skriver	O	
34-9	Dorthe	O	
34-10	på	O	
34-11	Facebook	O	
34-12	.	O	

#id=35
#text=DanskOrnitologisk  Forening anbefalder, at man fodrer fugle med andet end franskbrød, som ikke indeholder nok næring.
35-1	Dansk	O	
35-2	Ornitologisk	O	
35-3	Forening	O	
35-4	anbefalder	O	
35-5	,	O	
35-6	at	O	
35-7	man	O	
35-8	fodrer	O	
35-9	fugle	O	
35-10	med	O	
35-11	andet	O	
35-12	end	O	
35-13	franskbrød	O	
35-14	,	O	
35-15	som	O	
35-16	ikke	O	
35-17	indeholder	O	
35-18	nok	O	
35-19	næring	O	
35-20	.	O	

#id=36
#text=Men den smukke brunette har stadig overskud til fest og ballade.
36-1	Men	O	
36-2	den	O	
36-3	smukke	O	
36-4	brunette	O	
36-5	har	O	
36-6	stadig	O	
36-7	overskud	O	
36-8	til	O	
36-9	fest	O	
36-10	og	O	
36-11	ballade	O	
36-12	.	O	

#id=37
#text=-Kender Dot kvinden, du besøgte? - Prøv lige at høre.
37-1	-	O	
37-2	Kender	O	
37-3	Dot	O	
37-4	kvinden	O	
37-5	,	O	
37-6	du	O	
37-7	besøgte	O	
37-8	?	O	
37-9	-	O	
37-10	Prøv	O	
37-11	lige	O	
37-12	at	O	
37-13	høre	O	
37-14	.	O	

#id=38
#text=Ogkort tid efter hun mødte op, fik dronningen overrakt denne badeboldlignende ting som gave.
38-1	Og	O	
38-2	kort	O	
38-3	tid	O	
38-4	efter	O	
38-5	hun	O	
38-6	mødte	O	
38-7	op	O	
38-8	,	O	
38-9	fik	O	
38-10	dronningen	O	
38-11	overrakt	O	
38-12	denne	O	
38-13	badeboldlignende	O	
38-14	ting	O	
38-15	som	O	
38-16	gave	O	
38-17	.	O	

#id=39
#text=Fredagfestede forfatter, musiker og  søn af Jørgen, Kristian Leth, på Pastis i Gothersgade sammen med en flok venner.
39-1	Fredag	O	
39-2	festede	O	
39-3	forfatter	O	
39-4	,	O	
39-5	musiker	O	
39-6	og	O	
39-7	søn	O	
39-8	af	O	
39-9	Jørgen	O	
39-10	,	O	
39-11	Kristian	O	
39-12	Leth	O	
39-13	,	O	
39-14	på	O	
39-15	Pastis	O	
39-16	i	O	
39-17	Gothersgade	O	
39-18	sammen	O	
39-19	med	O	
39-20	en	O	
39-21	flok	O	
39-22	venner	O	
39-23	.	O	

#id=40
#text=Ingen - virkelig ingen - kan lide hende.
40-1	Ingen	O	
40-2	-	O	
40-3	virkelig	O	
40-4	ingen	O	
40-5	-	O	
40-6	kan	O	
40-7	lide	O	
40-8	hende	O	
40-9	.	O	

#id=41
#text=Altsåmed fokus på et punkt!
41-1	Altså	O	
41-2	med	O	
41-3	fokus	O	
41-4	på	O	
41-5	et	O	
41-6	punkt	O	
41-7	!	O	

#id=42
#text=Derforvar det helt vildt, da de tilbød mig at komme med i gruppen.
42-1	Derfor	O	
42-2	var	O	
42-3	det	O	
42-4	helt	O	
42-5	vildt	O	
42-6	,	O	
42-7	da	O	
42-8	de	O	
42-9	tilbød	O	
42-10	mig	O	
42-11	at	O	
42-12	komme	O	
42-13	med	O	
42-14	i	O	
42-15	gruppen	O	
42-16	.	O	

#id=43
#text=Menden 46-årige mor til to gør faktisk en del for at bevare gløden.
43-1	Men	O	
43-2	den	O	
43-3	46	O	
43-4	-	O	
43-5	årige	O	
43-6	mor	O	
43-7	til	O	
43-8	to	O	
43-9	gør	O	
43-10	faktisk	O	
43-11	en	O	
43-12	del	O	
43-13	for	O	
43-14	at	O	
43-15	bevare	O	
43-16	gløden	O	
43-17	.	O	

#id=44
#text=LisaLents afslørede, at hun har været meget bange for pressen siden sidste års " Vild med dans".
44-1	Lisa	O	
44-2	Lents	O	
44-3	afslørede	O	
44-4	,	O	
44-5	at	O	
44-6	hun	O	
44-7	har	O	
44-8	været	O	
44-9	meget	O	
44-10	bange	O	
44-11	for	O	
44-12	pressen	O	
44-13	siden	O	
44-14	sidste	O	
44-15	års	O	
44-16	"	O	
44-17	Vild	O	
44-18	med	O	
44-19	dans	O	
44-20	"	O	
44-21	.	O	

#id=45
#text=Kastrup Højde og vægt:
45-1	Kastrup	O	
45-2	Højde	O	
45-3	og	O	
45-4	vægt	O	
45-5	:	O	

#id=46
#text=-Jeg har altid haft følelsen af at være lidt udenfor.
46-1	-	O	
46-2	Jeg	O	
46-3	har	O	
46-4	altid	O	
46-5	haft	O	
46-6	følelsen	O	
46-7	af	O	
46-8	at	O	
46-9	være	O	
46-10	lidt	O	
46-11	udenfor	O	
46-12	.	O	

#id=47
#text=De begik to fejl:
47-1	De	O	
47-2	begik	O	
47-3	to	O	
47-4	fejl	O	
47-5	:	O	

#id=48
#text=VickieJo Ringgaard festede sorgerne væk på Café à Porta på Kongens Nytorv lørdag aften, efter at hun aftenen forinden tårevædet var blevet  stemt ud af " Vild med dans".
48-1	Vickie	O	
48-2	Jo	O	
48-3	Ringgaard	O	
48-4	festede	O	
48-5	sorgerne	O	
48-6	væk	O	
48-7	på	O	
48-8	Café	O	
48-9	à	O	
48-10	Porta	O	
48-11	på	O	
48-12	Kongens	O	
48-13	Nytorv	O	
48-14	lørdag	O	
48-15	aften	O	
48-16	,	O	
48-17	efter	O	
48-18	at	O	
48-19	hun	O	
48-20	aftenen	O	
48-21	forinden	O	
48-22	tårevædet	O	
48-23	var	O	
48-24	blevet	O	
48-25	stemt	O	
48-26	ud	O	
48-27	af	O	
48-28	"	O	
48-29	Vild	O	
48-30	med	O	
48-31	dans	O	
48-32	"	O	
48-33	.	O	

#id=49
#text=Man kan blandt andet flyve en tur til en af naboøerne, hvor naturen er helt anderledes barsk end på Boavista.
49-1	Man	O	
49-2	kan	O	
49-3	blandt	O	
49-4	andet	O	
49-5	flyve	O	
49-6	en	O	
49-7	tur	O	
49-8	til	O	
49-9	en	O	
49-10	af	O	
49-11	naboøerne	O	
49-12	,	O	
49-13	hvor	O	
49-14	naturen	O	
49-15	er	O	
49-16	helt	O	
49-17	anderledes	O	
49-18	barsk	O	
49-19	end	O	
49-20	på	O	
49-21	Boavista	O	
49-22	.	O	

#id=50
#text=Hendesholdning til sin kidnapper bekymrer psykologer, der er bange for, at Natascha Kampusch har taget skade og er blevet sær.
50-1	Hendes	O	
50-2	holdning	O	
50-3	til	O	
50-4	sin	O	
50-5	kidnapper	O	
50-6	bekymrer	O	
50-7	psykologer	O	
50-8	,	O	
50-9	der	O	
50-10	er	O	
50-11	bange	O	
50-12	for	O	
50-13	,	O	
50-14	at	O	
50-15	Natascha	O	
50-16	Kampusch	O	
50-17	har	O	
50-18	taget	O	
50-19	skade	O	
50-20	og	O	
50-21	er	O	
50-22	blevet	O	
50-23	sær	O	
50-24	.	O	

#id=51
#text=Ti timer efter, at jollen var kæntret, fik han øje på en ø, hvor der var lys i vinduerne på et hus.
51-1	Ti	O	
51-2	timer	O	
51-3	efter	O	
51-4	,	O	
51-5	at	O	
51-6	jollen	O	
51-7	var	O	
51-8	kæntret	O	
51-9	,	O	
51-10	fik	O	
51-11	han	O	
51-12	øje	O	
51-13	på	O	
51-14	en	O	
51-15	ø	O	
51-16	,	O	
51-17	hvor	O	
51-18	der	O	
51-19	var	O	
51-20	lys	O	
51-21	i	O	
51-22	vinduerne	O	
51-23	på	O	
51-24	et	O	
51-25	hus	O	
51-26	.	O	

#id=52
#text=-Alle mine film handler om det samme: kærlighed og frihed, sagde Erik Clausen og understregede pointen med et smækkys til sit livs Pernille.
52-1	-	O	
52-2	Alle	O	
52-3	mine	O	
52-4	film	O	
52-5	handler	O	
52-6	om	O	
52-7	det	O	
52-8	samme	O	
52-9	:	O	
52-10	kærlighed	O	
52-11	og	O	
52-12	frihed	O	
52-13	,	O	
52-14	sagde	O	
52-15	Erik	O	
52-16	Clausen	O	
52-17	og	O	
52-18	understregede	O	
52-19	pointen	O	
52-20	med	O	
52-21	et	O	
52-22	smækkys	O	
52-23	til	O	
52-24	sit	O	
52-25	livs	O	
52-26	Pernille	O	
52-27	.	O	

#id=53
#text=-mørk og markant stemme, var et efterspurgt koncertnavn sidste år.
53-1	-	O	
53-2	mørk	O	
53-3	og	O	
53-4	markant	O	
53-5	stemme	O	
53-6	,	O	
53-7	var	O	
53-8	et	O	
53-9	efterspurgt	O	
53-10	koncertnavn	O	
53-11	sidste	O	
53-12	år	O	
53-13	.	O	

#id=54
#text=Herarrangeres et kæmpe idræts- og musikshow for majestæten, og Helmig er blandt dem, der giver en sang.
54-1	Her	O	
54-2	arrangeres	O	
54-3	et	O	
54-4	kæmpe	O	
54-5	idræts	O	
54-6	-	O	
54-7	og	O	
54-8	musikshow	O	
54-9	for	O	
54-10	majestæten	O	
54-11	,	O	
54-12	og	O	
54-13	Helmig	O	
54-14	er	O	
54-15	blandt	O	
54-16	dem	O	
54-17	,	O	
54-18	der	O	
54-19	giver	O	
54-20	en	O	
54-21	sang	O	
54-22	.	O	

#id=55
#text=Mandag rejste de til Italien for at fejre hvedebrødsdagene, inden VM i fodbold begynder.
55-1	Mandag	O	
55-2	rejste	O	
55-3	de	O	
55-4	til	O	
55-5	Italien	O	
55-6	for	O	
55-7	at	O	
55-8	fejre	O	
55-9	hvedebrødsdagene	O	
55-10	,	O	
55-11	inden	O	
55-12	VM	O	
55-13	i	O	
55-14	fodbold	O	
55-15	begynder	O	
55-16	.	O	

#id=56
#text=Og faderen til det, der bliver Christinas femte barn, er politimanden Jeppe, som hun har været kæreste med siden foråret.
56-1	Og	O	
56-2	faderen	O	
56-3	til	O	
56-4	det	O	
56-5	,	O	
56-6	der	O	
56-7	bliver	O	
56-8	Christinas	O	
56-9	femte	O	
56-10	barn	O	
56-11	,	O	
56-12	er	O	
56-13	politimanden	O	
56-14	Jeppe	O	
56-15	,	O	
56-16	som	O	
56-17	hun	O	
56-18	har	O	
56-19	været	O	
56-20	kæreste	O	
56-21	med	O	
56-22	siden	O	
56-23	foråret	O	
56-24	.	O	

#id=57
#text=-Danmarks hotteste skuespiller, har ho-hovedrollen i den tyske vedrollen science fiction-thril-thriller " The Door".
57-1	-	O	
57-2	Danmarks	O	
57-3	hotteste	O	
57-4	skuespiller	O	
57-5	,	O	
57-6	har	O	
57-7	ho	O	
57-8	-	O	
57-9	hovedrollen	O	
57-10	i	O	
57-11	den	O	
57-12	tyske	O	
57-13	vedrollen	O	
57-14	science	O	
57-15	fiction	O	
57-16	-	O	
57-17	thril	O	
57-18	-	O	
57-19	thriller	O	
57-20	"	O	
57-21	The	O	
57-22	Door	O	
57-23	"	O	
57-24	.	O	

#id=58
